// HASH_VALUE EFC920A759BAC04B
// INDEX 0
tribe_declare_war_title	[Aussenposten mit Gewalt einnehmen.]
// HASH_VALUE 91CF3C2292A24451
// INDEX 2915
template_task_give_item_18_title	[Überbringe für $giver$'s Freunde eine Nachricht nach $region$.]

// HASH_VALUE C3BCE11C13F1476C
// INDEX 2916
template_task_give_item_intro_1_charge	[Bitte überbringe $dest1$ von mir $qt1$ $i1$, Du findest ihn in $region$, und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE E138B42EA2149519
// INDEX 2917
template_task_give_item_intro_1_money	[Bitte überbringe $dest1$ von mir $qt1$ $i1$, Du findest ihn in $region$, und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE AF27E2C7E13B73E2
// INDEX 2918
template_task_give_item_intro_1_charge_timed	[Bitte überbringe $dest1$ von mir $qt1$ $i1$, Du findest ihn in $region$, und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 1F019EE1928A71DE
// INDEX 2919
template_task_give_item_intro_1_money_timed	[Bitte überbringe $dest1$ von mir $qt1$ $i1$, Du findest ihn in $region$, und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE C99350DDA0953B14
// INDEX 2920
template_task_give_item_intro_1_fame_timed	[Bitte überbringe $dest1$ von mir $qt1$ $i1$, Du findest ihn in $region$, ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 8BCA662AB01F5F4F
// INDEX 2921
template_task_give_item_intro_1_fame	[Bitte überbringe $dest1$ von mir $qt1$ $i1$, Du findest ihn in $region$, ich würde Dir sehr dankbar sein.]

//default text
// HASH_VALUE D9B63B8DA9B27A9C
// INDEX 2922
template_task_visit_place_0_title	[Gehen Sie auf Ausschau für $giver$.]

//patrolman, scout, welcomer
// HASH_VALUE D9B63B8DA9B27A9C
// INDEX 2923
template_task_visit_place_1_title	[Gehen Sie auf Ausschau für $giver$.]

//kami
// HASH_VALUE 551C0BD598E97ABC
// INDEX 2924
template_task_visit_place_2_title	[Gehen Sie für die Kamis auf Ausschau.]

//karavan
// HASH_VALUE 67ECE2F269D8DA19
// INDEX 2925
template_task_visit_place_3_title	[Gehen Sie für die Karavan auf Ausschau.]

//tribe
// HASH_VALUE 1A9D0BDE97888AB0
// INDEX 2926
template_task_visit_place_4_title	[Gehen Sie für den Stamm auf Ausschau.]

// HASH_VALUE EF88B87B14D704B6
// INDEX 2927
template_task_visit_place_intro_1_charge	[Ich muss heraus finden, was in $op1$ vor sich geht. Wenn Sie das für mich heraus tun, wird Ihre Gilde $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 033FDAB673D57E20
// INDEX 2928
template_task_visit_place_intro_1_money	[Ich muss heraus finden, was in $op1$ vor sich geht. Wenn Sie das für mich tun, zahle ich Ihrer Gilde $reward$ Dapper.]

// HASH_VALUE FAACA3D01247D16B
// INDEX 2929
template_task_visit_place_intro_1_charge_timed	[Ich muss herausfinden, was in $op1$ vor sich geht. Wenn Sie das für mich tun, wird Ihre Gilde $charge$ Auftragspunkte bekommen. Beeilung, es ist sehr dringend!]

// HASH_VALUE DB14824C4B533586
// INDEX 2930
template_task_visit_place_intro_1_money_timed	[Ich muss heraus finden, was in $op1$ vor sich geht. Wenn Sie das für mich tun, zahle ich Ihrer Gilde $reward$ Dapper. Beeilung, es ist sehr dringend!]

// HASH_VALUE BF0CB0B640E682B9
// INDEX 2931
template_task_visit_place_intro_1_fame_timed	[Ich muss heraus finden, was in $op1$ vor sich geht. Wenn Sie das für mich tun könnten, wäre ich Ihnen sehr dankbar. Aber Beeilung, es ist sehr dringend!]

// HASH_VALUE D397D249CC5B46CF
// INDEX 2932
template_task_visit_place_intro_1_fame	[Ich muss heraus finden, was in $op1$ vor sich geht. Wenn Sie das für mich tun könnten, wäre ich Ihnen sehr dankbar.]

// HASH_VALUE 600D040567896C5C
// INDEX 2933
template_task_visit_place_intro_2_charge	[Ich muss herausfinden, was in $op1$ und $op2$ vor sich geht. Wenn Sie das für mich tun, wird Ihre Gilde $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 8FD423B1CAD5F61E
// INDEX 2934
template_task_visit_place_intro_2_money	[Ich muss herausfinden, was in $op1$ und $op2$ vor sich geht. Wenn Sie das für mich tun, zahle ich Ihnen $reward$ Dapper Belohnung.]

// HASH_VALUE 6643FD2F40590EFD
// INDEX 2935
template_task_visit_place_intro_2_charge_timed	[Ich muss herausfinden, was in $op1$ und $op2$ vor sich geht. Wenn Sie das für mich tun, wird Ihre Gilde $charge$ Auftragspunkte bekommen.Aber Sie müssen sich beeilen, es ist sehr dringend!]

// HASH_VALUE 72C6D01E0E6A803F
// INDEX 2936
template_task_visit_place_intro_2_money_timed	[Ich muss herausfinden, was in $op1$ und $op2$ vor sich geht. Wenn Sie das für mich tun, zahle ich Ihnen $reward$ Dapper Belohnung.Aber Sie müssen sich beeilen, es ist sehr dringend!]

// HASH_VALUE 167746A8F4F3F738
// INDEX 2937
template_task_visit_place_intro_2_fame_timed	[Ich muss herausfinden, was in $op1$ und $op2$ vor sich geht. Wenn Sie das für mich tun, wäre ich Ihnen sehr dankbar.Aber Sie müssen sich beeilen, es ist sehr dringend!]

// HASH_VALUE 0D83D5400EB3ADFB
// INDEX 2938
template_task_visit_place_intro_2_fame	[Ich muss herausfinden, was in $op1$ und $op2$ vor sich geht. Wenn Sie das für mich tun, wäre ich Ihnen sehr dankbar.]

// HASH_VALUE 0BF3AB76DC73592C
// INDEX 2939
template_task_visit_place_intro_3_charge	[Ich muss herausfinden, was in $op1$, $op2$ und $op3$ vor sich geht. Wenn Sie das für mich tun, wird Ihre Gilde $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 7C7F5E3EC80C6C8F
// INDEX 2940
template_task_visit_place_intro_3_money	[Ich muss herausfinden, was in $op1$, $op2$ und $op3$ vor sich geht. Wenn Sie das für mich tun, zahle ich Ihnen $reward$ Dapper Belohnung.]

// HASH_VALUE F133F5B3E567CA94
// INDEX 2941
template_task_visit_place_intro_3_charge_timed	[Ich muss herausfinden, was in $op1$, $op2$ und $op3$ vor sich geht. Wenn Sie das für mich tun, wird Ihre Gilde $charge$ Auftragspunkte bekommen.Aber Sie müssen sich beeilen, es ist sehr dringend!]

// HASH_VALUE 82B55768A1DC0E30
// INDEX 2942
template_task_visit_place_intro_3_money_timed	[Ich muss herausfinden, was in $op1$, $op2$ und $op3$ vor sich geht. Wenn Sie das für mich tun, zahle ich Ihnen $reward$ Dapper Belohnung.Aber Sie müssen sich beeilen, es ist sehr dringend!]

// HASH_VALUE 41A08385C555318E
// INDEX 2943
template_task_visit_place_intro_3_fame_timed	[Ich muss herausfinden, was in $op1$, $op2$ und $op3$ vor sich geht. Wenn Sie das für mich tun, wäre ich Ihnen sehr dankbar.Aber Sie müssen sich beeilen, es ist sehr dringend!]

// HASH_VALUE 74DFC96A6C1DA5FD
// INDEX 2944
template_task_visit_place_intro_3_fame	[Ich muss herausfinden, was in $op1$, $op2$ und $op3$ vor sich geht. Wenn Sie das für mich tun, wäre ich Ihnen sehr dankbar.]

//any
// HASH_VALUE 19C76C97140632E8
// INDEX 2945
template_task_supply_buy_item_title	[Was möchtest Du kaufen?]

// HASH_VALUE 52FA59FB1C1C7138
// INDEX 2946
template_task_supply_buy_item_botchat_10	[Folgendes werde ich für einen guten Preis kaufen:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	- $i6$\n
	- $i7$\n
	- $i8$\n
	- $i9$\n
	- $i10$\n
	]

// HASH_VALUE 49F8A5F11319ADCF
// INDEX 2947
template_task_supply_buy_item_botchat_9	[Folgendes werde ich für einen guten Preis kaufen:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	- $i6$\n
	- $i7$\n
	- $i8$\n
	- $i9$\n
	]

// HASH_VALUE 4126A5E70A8608AB
// INDEX 2948
template_task_supply_buy_item_botchat_8	[Folgendes werde ich für einen guten Preis kaufen:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	- $i6$\n
	- $i7$\n
	- $i8$\n
	]

// HASH_VALUE F6267DC3FCF0788B
// INDEX 2949
template_task_supply_buy_item_botchat_7	[Folgendes werde ich für einen guten Preis kaufen:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	- $i6$\n
	- $i7$\n
	]

// HASH_VALUE F686ED8CA2AEF85E
// INDEX 2950
template_task_supply_buy_item_botchat_6	[Folgendes werde ich für einen guten Preis kaufen:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	- $i6$\n
	]

// HASH_VALUE 7444152399AC445E
// INDEX 2951
template_task_supply_buy_item_botchat_5	[Folgendes werde ich für einen guten Preis kaufen:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	]

// HASH_VALUE 6BF170FF91DA4454
// INDEX 2952
template_task_supply_buy_item_botchat_4	[Folgendes werde ich für einen guten Preis kaufen:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	]

// HASH_VALUE 5E5BE0DF46DA1C30
// INDEX 2953
template_task_supply_buy_item_botchat_3	[Folgendes werde ich für einen guten Preis kaufen:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	]

// HASH_VALUE 041960B2463A8CFD
// INDEX 2954
template_task_supply_buy_item_botchat_2	[Folgendes werde ich für einen guten Preis kaufen:\n
	- $i1$\n
	- $i2$\n
	]

// HASH_VALUE 39489B2F09955849
// INDEX 2955
template_task_supply_buy_item_botchat_1	[Für einen guten Preis würde ich $i1.pda$ $i1$ kaufen]

//any
// HASH_VALUE 590A3C62E4C3BF7D
// INDEX 2956
template_task_supply_sell_item_title	[Was verkaufst Du?]

// HASH_VALUE 4A7F227FE7029E98
// INDEX 2957
template_task_supply_sell_item_botchat_10	[Ich verkaufe folgende, importierte Waren:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	- $i6$\n
	- $i7$\n
	- $i8$\n
	- $i9$\n
	- $i10$\n
	]

// HASH_VALUE 417D6E75DEFFDA2F
// INDEX 2958
template_task_supply_sell_item_botchat_9	[Ich verkaufe folgende, importierte Waren:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	- $i6$\n
	- $i7$\n
	- $i8$\n
	- $i9$\n
	]

// HASH_VALUE 39AB6E6BD56C350B
// INDEX 2959
template_task_supply_sell_item_botchat_8	[Ich verkaufe folgende, importierte Waren:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	- $i6$\n
	- $i7$\n
	- $i8$\n
	]

// HASH_VALUE EEAB4647C7D6A5EB
// INDEX 2960
template_task_supply_sell_item_botchat_7	[Ich verkaufe folgende, importierte Waren:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	- $i6$\n
	- $i7$\n
	]

// HASH_VALUE EE0BB6106D9425BE
// INDEX 2961
template_task_supply_sell_item_botchat_6	[Ich verkaufe folgende, importierte Waren:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	- $i6$\n
	]

// HASH_VALUE 6CC9DEA7649271BE
// INDEX 2962
template_task_supply_sell_item_botchat_5	[Ich verkaufe folgende, importierte Waren:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	- $i5$\n
	]

// HASH_VALUE 637639835CC071B4
// INDEX 2963
template_task_supply_sell_item_botchat_4	[Ich verkaufe folgende, importierte Waren:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	- $i4$\n
	]

// HASH_VALUE 56E0A96311C04990
// INDEX 2964
template_task_supply_sell_item_botchat_3	[Ich verkaufe folgende, importierte Waren:\n
	- $i1$\n
	- $i2$\n
	- $i3$\n
	]

// HASH_VALUE FC9E29361120B95D
// INDEX 2965
template_task_supply_sell_item_botchat_2	[Ich verkaufe folgende, importierte Waren:\n
	- $i1$\n
	- $i2$\n
	]

// HASH_VALUE 0B64B3091D01461D
// INDEX 2966
template_task_supply_sell_item_botchat_1	[Ich verkaufe $i1.pia$ $i1$.]

//default text
// HASH_VALUE A21CC7EFD9134B5B
// INDEX 2967
template_task_loot_give_0_title	[Sammle einige Rohstoffe für $giver$.]

//ambassador / Fleisch, welcomer / Fleisch, scout / Fleisch
// HASH_VALUE AB98BF7E57BEDC22
// INDEX 2968
template_task_loot_give_1_title	[Sammle etwas Fleisch für $giver$.]

//hunter / Fleisch
// HASH_VALUE AE60B528C6EDDA7E
// INDEX 2969
template_task_loot_give_2_title	[Hilf $giver$ einwenig Fleisch zu bekommen.]

//tribe / Fleisch
// HASH_VALUE 57CCE49F2DB578FC
// INDEX 2970
template_task_loot_give_3_title	[Hole etwas Fleisch für den Stamm.]

//kami / Fleisch
// HASH_VALUE 55CCC0A3AE75A8E9
// INDEX 2971
template_task_loot_give_4_title	[Hole etwas Fleisch für die Kamis.]

//karavan / Fleisch
// HASH_VALUE 55AE79D66FF5BCE9
// INDEX 2972
template_task_loot_give_5_title	[Hole etwas Fleisch für die Karavan.]

//ambassador / kitin, welcomer / kitin, scout / kitin
// HASH_VALUE 0DA4A1548C38E721
// INDEX 2973
template_task_loot_give_6_title	[Sammle einige Kitin Fleischstückchen für $giver$.]

//hunter / kitin
// HASH_VALUE FDC69ACD9AC8552D
// INDEX 2974
template_task_loot_give_7_title	[Hilf $giver$ einige Kitin Fleischstückchen zu bekommen.]

//tribe / kitin
// HASH_VALUE 4E665793DB589FCB
// INDEX 2975
template_task_loot_give_8_title	[Sammle einige Kitin Fleischstückchen für den Stamm.]

//kami / kitin
// HASH_VALUE 0CA66F8FDE277FCB
// INDEX 2976
template_task_loot_give_9_title	[Sammle einige Kitin Fleischstückchen für die Kamis.]

//karavan / kitin
// HASH_VALUE A7DA7B871F277FF9
// INDEX 2977
template_task_loot_give_10_title	[Sammle einige Kitin Fleischstückchen für die Karavan.]

//ambassador / bone, welcomer / bone, scout / bone
// HASH_VALUE 663403C1CF726EA8
// INDEX 2978
template_task_loot_give_11_title	[Sammle einige Knochen für $giver$.]

//hunter / bone
// HASH_VALUE 0D1F19F4F0EA4872
// INDEX 2979
template_task_loot_give_12_title	[Hilf $giver$ einige Knochen zu bekommen.]

//tribe / bone
// HASH_VALUE 710E00FE505115AD
// INDEX 2980
template_task_loot_give_13_title	[Sammle einige Knochen für den Stamm.]

//kami / bone
// HASH_VALUE 726FF00A8BD015A4
// INDEX 2981
template_task_loot_give_14_title	[Sammle einige Knochen für die Kamis.]

//karavan / bone
// HASH_VALUE 3F9FD00F8BD0CD12
// INDEX 2982
template_task_loot_give_15_title	[Sammle einige Knochen für die Karavan.]

//ambassador / Blut, welcomer / Blut, scout / Blut
// HASH_VALUE 6EE07F720D54A7AE
// INDEX 2983
template_task_loot_give_16_title	[Sammle ein wenig Blut für $giver$.]

//hunter / Blut
// HASH_VALUE A08099AFA8F62C90
// INDEX 2984
template_task_loot_give_17_title	[Hilf $giver$ ein wenig Blut zu bekommen.]

//tribe / Blut
// HASH_VALUE 79BA7CAF8E334EB3
// INDEX 2985
template_task_loot_give_18_title	[Sammle ein wenig Blut für den Stamm.]

//kami / Blut
// HASH_VALUE 7A1B6CBBC9B24EAA
// INDEX 2986
template_task_loot_give_19_title	[Sammle ein wenig Blut für die Kamis.]

//karavan / Blut
// HASH_VALUE 474B4CC0C9B20618
// INDEX 2987
template_task_loot_give_20_title	[Sammle ein wenig Blut für die Karavan.]

//ambassador / fur, welcomer / fur, scout / fur
// HASH_VALUE D9588C4C45CFD19C
// INDEX 2988
template_task_loot_give_21_title	[Sammle einige Felle für $giver$.]

//hunter / fur
// HASH_VALUE 60C00CFBEA28FB14
// INDEX 2989
template_task_loot_give_22_title	[Hilf $giver$ einige Felle zu bekommen.]

//tribe / fur
// HASH_VALUE 44A83CF915A3D98A
// INDEX 2990
template_task_loot_give_23_title	[Sammle einige Felle für den Stamm.]

//kami / fur
// HASH_VALUE 44184CFF14638D82
// INDEX 2991
template_task_loot_give_24_title	[Sammle einige Felle für die Kamis.]

//karavan / fur
// HASH_VALUE CFFE190212B48D82
// INDEX 2992
template_task_loot_give_25_title	[Sammle einige Felle für die Karavan.]

//ambassador / plant, welcomer / plant, scout / plant
// HASH_VALUE 1AD656ECDD7C8EAA
// INDEX 2993
template_task_loot_give_26_title	[Sammle einige intelligente Pflanzenstücke für $giver$.]

//hunter / plant
// HASH_VALUE 006E0008638DAA37
// INDEX 2994
template_task_loot_give_27_title	[Hilf $giver$ einige intelligente Pflanzenstücke zu bekommen.]

//tribe / plant
// HASH_VALUE 9BB5FDF1E8568BE7
// INDEX 2995
template_task_loot_give_28_title	[Sammle einige intelligente Pflanzenstücke für den Stamm.]

//kami / plant
// HASH_VALUE D634FDE8E9B77BF3
// INDEX 2996
template_task_loot_give_29_title	[Sammle einige intelligente Pflanzenstücke für die Kamis.]

//karavan / plant
// HASH_VALUE D634B556B6E75BF8
// INDEX 2997
template_task_loot_give_30_title	[Sammle einige intelligente Pflanzenstücke für die Karavan.]

//double fame hunter / Fleisch
// HASH_VALUE 9EC747AC12283564
// INDEX 2998
template_task_loot_give_31_title	[Hilf beim Sammeln einiger Fleisch für $giver$'s Freunde.]

//double fame hunter / kitin
// HASH_VALUE 19DE8C57383EA8F0
// INDEX 2999
template_task_loot_give_32_title	[Hilf beim Sammeln einiger Kitin Fleischstückchen für $giver$'s Freunde.]

//double fame hunter / bone
// HASH_VALUE 1E1747B293771D6E
// INDEX 3000
template_task_loot_give_33_title	[Hilf beim Sammeln einiger Knochen für $giver$'s Freunde.]

//double fame hunter / Blut
// HASH_VALUE E6AE00BBC2D25514
// INDEX 3001
template_task_loot_give_34_title	[Hilf beim Sammeln von ein wenig Blut $giver$'s Freunde.]

//double fame hunter / fur
// HASH_VALUE 8E04B6C50F726963
// INDEX 3002
template_task_loot_give_35_title	[Hilf beim Sammeln einiger Felle für $giver$'s Freunde.]

//double fame hunter / plant
// HASH_VALUE 625813DC11E2C471
// INDEX 3003
template_task_loot_give_36_title	[Hilf beim Sammeln einiger intelligente Pflanzenstücke für $giver$'s Freunde.]

// HASH_VALUE E60313BE9FB7745B
// INDEX 3004
template_task_loot_give_intro_1_charge	[Ich benötige $qt1$ $i1$ der Qualität $ql1$, bring es mir und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 047FE6D02EDAC208
// INDEX 3005
template_task_loot_give_intro_1_money	[Ich benötige $qt1$ $i1$ der Qualität $ql1$, bring es mir und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE D26E14696D01A0D1
// INDEX 3006
template_task_loot_give_intro_1_charge_timed	[Ich benötige $qt1$ $i1$ der Qualität $ql1$, bring es mir und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 4248D0831E509ECD
// INDEX 3007
template_task_loot_give_intro_1_money_timed	[Ich benötige $qt1$ $i1$ der Qualität $ql1$, bring es mir und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 6934A998C8E7160A
// INDEX 3008
template_task_loot_give_intro_1_fame_timed	[Ich benötige $qt1$ $i1$ der Qualität $ql1$, bring es mir und ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 79BECDD38A1E2C57
// INDEX 3009
template_task_loot_give_intro_1_fame	[Ich benötige $qt1$ $i1$ der Qualität $ql1$, bring es mir und ich würde Dir sehr dankbar sein.]

// HASH_VALUE 76E10F35C3397086
// INDEX 3010
template_task_loot_give_intro_2_charge	[Ich benötige $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$, bring es mir und Deine Gilde wird $charge$ Auftragspunkte bekommen.]

// HASH_VALUE 94F3E857A704423E
// INDEX 3011
template_task_loot_give_intro_2_money	[Ich benötige $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$, bring es mir und ich werde Dich mit $reward$ Dapper belohnen.]

// HASH_VALUE B4AAF9E8B3AF4C4B
// INDEX 3012
template_task_loot_give_intro_2_charge_timed	[Ich benötige $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$, bring es mir und Deine Gilde wird $charge$ Auftragspunkte bekommen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 623D14CD936F43E9
// INDEX 3013
template_task_loot_give_intro_2_money_timed	[Ich benötige $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$, bring es mir und ich werde Dich mit $reward$ Dapper belohnen. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE EF8FA037FD33C6A8
// INDEX 3014
template_task_loot_give_intro_2_fame_timed	[Ich benötige $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$, bring es mir und ich würde Dir sehr dankbar sein. Aber beeil Dich, es ist sehr dringend.]

// HASH_VALUE 03249F8C2FE99A32
// INDEX 3015
template_task_loot_give_intro_2_fame	[Ich benötige $qt1$ $i1$ der Qualität $ql1$ und $qt2$ $i2$ der Qualität $ql2$, bring es mir und ich würde Dir sehr dankbar sein.]

// HASH_VALUE 14B630A0F2F8DAD1
// INDEX 3016
template_task_loot_give_intro_3_charge	[Ich benötige $qt1$ $i1$ der Qualität $ql1$, $qt2$ $i2$ der Qualität $ql2$ und $qt3$ $i3$ der Qualität $ql3$, bring es mir und Deine Gilde wird $charge$ Auftragspunkte bekommen.]
