*HASH_VALUE	sbrick ID	name	named	p	pd	* noms français	ia	da	pia	pda	description	description2
_77C2CAE5D9B84389	bcmrea03_3	Matis-Handwerksplan: Kara Vulca	Matis-Handwerksplan: Kara Vulca	Matis-Handwerksplan: Kara Vulca	Matis-Handwerksplan: Kara Vulca		ein	der		die	Zweihand-Granatenwerfer in hoher Qualität	Kara Vulca
_C67D6B3D04042EC6	bcmrea06_3	Matis-Handwerksplan: Kara Stylone	Matis-Handwerksplan: Kara Stylone	Matis-Handwerksplan: Kara Stylone	Matis-Handwerksplan: Kara Stylone		ein	der		die	Zweihand-Gewehr in hoher Qualität	Kara Stylone
_DDEEE8F33AE6E5E1	bctrea05_3	Tryker-Handwerksplan: Ry-Fletcher	Tryker-Handwerksplan: Ry-Fletcher	Tryker-Handwerksplan: Ry-Fletcher	Tryker-Handwerksplan: Ry-Fletcher		ein	der		die	Einhand-Bogenpistole in hoher Qualität	Ry-Fletcher
_B21EB1B606C472C2	bctrea04_3	Tryker-Handwerksplan: Ry-Rade	Tryker-Handwerksplan: Ry-Rade	Tryker-Handwerksplan: Ry-Rade	Tryker-Handwerksplan: Ry-Rade		ein	der		die	Einhand-Pistole in hoher Qualität	Ry-Rade
_FABC69F672346BFB	bctrea01_3	Tryker-Handwerksplan: Ry-Rayler	Tryker-Handwerksplan: Ry-Rayler	Tryker-Handwerksplan: Ry-Rayler	Tryker-Handwerksplan: Ry-Rayler		ein	der		die	Zweihand-Automatikgewehr in hoher Qualität	Ry-Rayler
_6E99C430C64A8AF1	bctrea02_3	Tryker-Handwerksplan: Ry-Flunker	Tryker-Handwerksplan: Ry-Flunker	Tryker-Handwerksplan: Ry-Flunker	Tryker-Handwerksplan: Ry-Flunker		ein	der		die	Zweihand-Bogengewehr in hoher Qualität	Ry-Flunker
_32C9BC2882CA86F4	bctrea03_3	Tryker-Handwerksplan: Ry-Doomer	Tryker-Handwerksplan: Ry-Doomer	Tryker-Handwerksplan: Ry-Doomer	Tryker-Handwerksplan: Ry-Doomer		ein	der		die	Zweihand-Granatenwerfer in hoher Qualität	Ry-Doomer
_EE361DB3AB026229	bctrea06_3	Tryker-Handwerksplan: Ry-Boomer	Tryker-Handwerksplan: Ry-Boomer	Tryker-Handwerksplan: Ry-Boomer	Tryker-Handwerksplan: Ry-Boomer		ein	der		die	Zweihand-Gewehr in hoher Qualität	Ry-Boomer
_EEF51B4E50CB4F55	bctrea07_3	Tryker-Handwerksplan: Ry-Poon	Tryker-Handwerksplan: Ry-Poon	Tryker-Handwerksplan: Ry-Poon	Tryker-Handwerksplan: Ry-Poon		ein	der		die	Einhand-Harpune in hoher Qualität	Ry-Poon
_DE05E626067B67CF	bczrea05_3	Zorai-Handwerksplan: Zo'Zinkan	Zorai-Handwerksplan: Zo'Zinkan	Zorai-Handwerksplan: Zo'Zinkan	Zorai-Handwerksplan: Zo'Zinkan		ein	der		die	Einhand-Bogenpistole in hoher Qualität	Zo'Zinkan
_536769EE9A1B17D3	bczrea04_3	Zorai-Handwerksplan: Zo'Tchaïs	Zorai-Handwerksplan: Zo'Tchaïs	Zorai-Handwerksplan: Zo'Tchaïs	Zorai-Handwerksplan: Zo'Tchaïs		ein	der		die	Einhand-Pistole in hoher Qualität	Zo'Tchaïs
_0D24E7559DF49893	bczrea01_3	Zorai-Handwerksplan: Zo'Moka	Zorai-Handwerksplan: Zo'Moka	Zorai-Handwerksplan: Zo'Moka	Zorai-Handwerksplan: Zo'Moka		ein	der		die	Zweihand-Automatikgewehr in hoher Qualität	Zo'Moka
_DB53A67AD9D8638B	bczrea02_3	Zorai-Handwerksplan: Zo'Makam	Zorai-Handwerksplan: Zo'Makam	Zorai-Handwerksplan: Zo'Makam	Zorai-Handwerksplan: Zo'Makam		ein	der		die	Zweihand-Bogengewehr in hoher Qualität	Zo'Makam
_9613C26F1A987B96	bczrea03_3	Zorai-Handwerksplan: Zo'Bazoon	Zorai-Handwerksplan: Zo'Bazoon	Zorai-Handwerksplan: Zo'Bazoon	Zorai-Handwerksplan: Zo'Bazoon		ein	der		die	Zweihand-Granatenwerfer in hoher Qualität	Zo'Bazoon
_64AE974B470420BE	bczrea06_3	Zorai-Handwerksplan: Zo'Shoyton	Zorai-Handwerksplan: Zo'Shoyton	Zorai-Handwerksplan: Zo'Shoyton	Zorai-Handwerksplan: Zo'Shoyton		ein	der		die	Zweihand-Gewehr in hoher Qualität	Zo'Shoyton
_C34894A5F6281F63	bcfsea01_2	Fyros-Handwerksplan: Blokus	Fyros-Handwerksplan: Blokus	Fyros-Handwerksplan: Blokus	Fyros-Handwerksplan: Blokus		ein	der		die	Beschützer in mittlerer Qualität	Blokus
_5086BF43E8BA31E5	bcfsea02_2	Fyros-Handwerksplan: Stokus	Fyros-Handwerksplan: Stokus	Fyros-Handwerksplan: Stokus	Fyros-Handwerksplan: Stokus		ein	der		die	Schild in mittlerer Qualität	Stokus
_44D7B88DB8281F5D	bcmsea01_2	Matis-Handwerksplan: Modi Wod	Matis-Handwerksplan: Modi Wod	Matis-Handwerksplan: Modi Wod	Matis-Handwerksplan: Modi Wod		ein	der		die	Beschützer in mittlerer Qualität	Modi Wod
_D175C345E22A31DF	bcmsea02_2	Matis-Handwerksplan: Modi Takod	Matis-Handwerksplan: Modi Takod	Matis-Handwerksplan: Modi Takod	Matis-Handwerksplan: Modi Takod		ein	der		die	Schild in mittlerer Qualität	Modi Takod
_97E060E7800314F3	bctsea01_2	Tryker-Handwerksplan: Lor-Stilten	Tryker-Handwerksplan: Lor-Stilten	Tryker-Handwerksplan: Lor-Stilten	Tryker-Handwerksplan: Lor-Stilten		ein	der		die	Beschützer in mittlerer Qualität	Lor-Stilten
_BDC9E07A742B26B8	bctsea02_2	Tryker-Handwerksplan: Lor-Parper	Tryker-Handwerksplan: Lor-Parper	Tryker-Handwerksplan: Lor-Parper	Tryker-Handwerksplan: Lor-Parper		ein	der		die	Schild in mittlerer Qualität	Lor-Parper
_E208E49BFB281155	bczsea01_2	Zorai-Handwerksplan: Li'Kastu	Zorai-Handwerksplan: Li'Kastu	Zorai-Handwerksplan: Li'Kastu	Zorai-Handwerksplan: Li'Kastu		ein	der		die	Beschützer in mittlerer Qualität	Li'Kastu
_50EDD74365FB23D7	bczsea02_2	Zorai-Handwerksplan: Li'Pakmon	Zorai-Handwerksplan: Li'Pakmon	Zorai-Handwerksplan: Li'Pakmon	Zorai-Handwerksplan: Li'Pakmon		ein	der		die	Schild in mittlerer Qualität	Li'Pakmon
_F02FFE6343B6BF6F	bcfsea01_3	Fyros-Handwerksplan: Blokyx	Fyros-Handwerksplan: Blokyx	Fyros-Handwerksplan: Blokyx	Fyros-Handwerksplan: Blokyx		ein	der		die	Beschützer in hoher Qualität	Blokyx
_33A459EC92443BD0	bcfsea02_3	Fyros-Handwerksplan: Stokyx	Fyros-Handwerksplan: Stokyx	Fyros-Handwerksplan: Stokyx	Fyros-Handwerksplan: Stokyx		ein	der		die	Schild in hoher Qualität	Stokyx
_B23F064B0556C757	bcmsea01_3	Matis-Handwerksplan: Kara Wod	Matis-Handwerksplan: Kara Wod	Matis-Handwerksplan: Kara Wod	Matis-Handwerksplan: Kara Wod		ein	der		die	Beschützer in hoher Qualität	Kara Wod
_2D2461D4544423D2	bcmsea02_3	Matis-Handwerksplan: Kara Takod	Matis-Handwerksplan: Kara Takod	Matis-Handwerksplan: Kara Takod	Matis-Handwerksplan: Kara Takod		ein	der		die	Schild in hoher Qualität	Kara Takod
_6CD147DD9C96AAE2	bctsea01_3	Tryker-Handwerksplan: Ry-Stilten	Tryker-Handwerksplan: Ry-Stilten	Tryker-Handwerksplan: Ry-Stilten	Tryker-Handwerksplan: Ry-Stilten		ein	der		die	Beschützer in hoher Qualität	Ry-Stilten
_B01E75AC43C436B8	bctsea02_3	Tryker-Handwerksplan: Ry-Parper	Tryker-Handwerksplan: Ry-Parper	Tryker-Handwerksplan: Ry-Parper	Tryker-Handwerksplan: Ry-Parper		ein	der		die	Schild in hoher Qualität	Ry-Parper
_1490FE5967D6BF65	bczsea01_3	Zorai-Handwerksplan: Zo'Kastu	Zorai-Handwerksplan: Zo'Kastu	Zorai-Handwerksplan: Zo'Kastu	Zorai-Handwerksplan: Zo'Kastu		ein	der		die	Beschützer in hoher Qualität	Zo'Kastu
_CF4659E2970B03D0	bczsea02_3	Zorai-Handwerksplan: Zo'Pakmon	Zorai-Handwerksplan: Zo'Pakmon	Zorai-Handwerksplan: Zo'Pakmon	Zorai-Handwerksplan: Zo'Pakmon		ein	der		die	Schild in hoher Qualität	Zo'Pakmon
_62FF002513DFC383	BMPA14	Ur-Sapmagie	Ur-Sapmagie	Ur-Sapmagie	Ur-Sapmagie		eine	die		die	Wird Zauber benötigt, die auf den Sap des Zauberers wirken.	
_A9AE4226154278D9	BMPA15	Ur-Ausdauermagie	Ur-Ausdauermagie	Ur-Ausdauermagie	Ur-Ausdauermagie		eine	die		die	Wird Zauber benötigt, die auf die Ausdauer des Zauberers wirken.	
_57A4C2F91F1CD8C7	BMPA16	Ur-Kristallmagie	Ur-Kristallmagie	Ur-Kristallmagie	Ur-Kristallmagie		eine	die		die	Wird Zauber benötigt, mit denen Sap-Kristalle erSchaffen werden können	
_6E943A710E558B19	BMSTPEA01	Selbstheilung	Selbstheilung	Selbstheilungen	Selbstheilungen		eine	die		die	Regeneriert eigene Lebenskraft	
_4947F5A738A42520	BMSTAEA01	Selbstsapgabe	Selbstsapgabe	Selbstsapgaben	Selbstsapgaben		eine	die		die	Regeneriert eigenen	
_FC1563B39FD86A4C	BMSTTEA01	Selbstausdauergabe	Selbstausdauergabe	Selbstausdauergaben	Selbstausdauergaben		eine	die		die	Regeneriert eigene Ausdauer	
_B3BD5AA72148EB17	bfoa06	Schwachstellensuche	Schwachstellensuche	Schwachstellensuchen	Schwachstellensuchen		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos	
_2DACF262F936CDAD	bfoa07	Lähmung	Lähmung	Lähmungen	Lähmungen		eine	die		die	Verlangsamt die Angriffs- und Zaubergeschwindigkeit des Gegners	
_64A1E5A1EF332714	bfmg01	Schwachstellensuche 1	Schwachstellensuche 1	Schwachstellensuchen 1	Schwachstellensuchen 1		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 25.	
_64A1E5A1EF332B16	bfmg02	Schwachstellensuche 2	Schwachstellensuche 2	Schwachstellensuchen 2	Schwachstellensuchen 2		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 35.	
_64A1E5A1EF331B19	bfmg03	Schwachstellensuche 3	Schwachstellensuche 3	Schwachstellensuchen 3	Schwachstellensuchen 3		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 50.	
_64A1E5A1EF33331B	bfmg04	Schwachstellensuche 4	Schwachstellensuche 4	Schwachstellensuchen 4	Schwachstellensuchen 4		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 65.	
_64A1E5A1EF33231F	bfmg05	Schwachstellensuche 5	Schwachstellensuche 5	Schwachstellensuchen 5	Schwachstellensuchen 5		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 90.	
_64A1E5A1EFA42B18	bfmg06	Schwachstellensuche 6	Schwachstellensuche 6	Schwachstellensuchen 6	Schwachstellensuchen 6		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 115.	
_64A1E5A17A543B19	bfmg07	Schwachstellensuche 7	Schwachstellensuche 7	Schwachstellensuchen 7	Schwachstellensuchen 7		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 140.	
_64A1E5A17AA4471A	bfmg08	Schwachstellensuche 8	Schwachstellensuche 8	Schwachstellensuchen 8	Schwachstellensuchen 8		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 165.	
_64A1E5A17A54331C	bfmg09	Schwachstellensuche 9	Schwachstellensuche 9	Schwachstellensuchen 9	Schwachstellensuchen 9		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 200.	
_A4A1E5A17AA41B14	bfmg10	Schwachstellensuche 10	Schwachstellensuche 10	Schwachstellensuchen 10	Schwachstellensuchen 10		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 235.	
_A4A1E5A17AA42F15	bfmg11	Schwachstellensuche 11	Schwachstellensuche 11	Schwachstellensuchen 11	Schwachstellensuchen 11		eine	die		die	Verringert die Effizienz der gegnerischen Rüstung und macht sie für den Angriff bedeutungslos - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 275.	
_F647726804D14C22	bfmh01	Angriffsverlangsamung 1	Angriffsverlangsamung 1	Angriffsverlangsamungen 1	Angriffsverlangsamungen 1		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe  25.	
_8E493FD3DCE72596	bfmh02	Angriffsverlangsamung 2	Angriffsverlangsamung 2	Angriffsverlangsamungen 2	Angriffsverlangsamungen 2		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 35.	
_CE493FD3DC973196	bfmh03	Angriffsverlangsamung 3	Angriffsverlangsamung 3	Angriffsverlangsamungen 3	Angriffsverlangsamungen 3		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 50.	
_0F493FD3DCE73996	bfmh04	Angriffsverlangsamung 4	Angriffsverlangsamung 4	Angriffsverlangsamungen 4	Angriffsverlangsamungen 4		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe  65.	
_4F493FD3DC974996	bfmh05	Angriffsverlangsamung 5	Angriffsverlangsamung 5	Angriffsverlangsamungen 5	Angriffsverlangsamungen 5		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 90.	
_8F493F019EA72D96	bfmh06	Angriffsverlangsamung 6	Angriffsverlangsamung 6	Angriffsverlangsamungen 6	Angriffsverlangsamungen 6		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 115.	
_CF493F015DD73196	bfmh07	Angriffsverlangsamung 7	Angriffsverlangsamung 7	Angriffsverlangsamungen 7	Angriffsverlangsamungen 7		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 140.	
_10493F019EF73596	bfmh08	Angriffsverlangsamung 8	Angriffsverlangsamung 8	Angriffsverlangsamungen 8	Angriffsverlangsamungen 8		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 165.	
_50493F015D973D96	bfmh09	Angriffsverlangsamung 9	Angriffsverlangsamung 9	Angriffsverlangsamungen 9	Angriffsverlangsamungen 9		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 200.	
_8AE861F6EC8C6423	bfmh10	Angriffsverlangsamung 10	Angriffsverlangsamung 10	Angriffsverlangsamungen 10	Angriffsverlangsamungen 10		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe  235.	
_8AE861F6ED8C6824	bfmh11	Angriffsverlangsamung 11	Angriffsverlangsamung 11	Angriffsverlangsamungen 11	Angriffsverlangsamungen 11		eine	die		die	Reduziert die Angriffs- und Zaubergeschwindigkeit des Gegners - Maximale Effizienz bis zur Waffenfertigkeits-Stufe 275.	
_5FC7178F563B9788	bfcf01	Klingenbrecher 1	Klingenbrecher 1	Klingenbrecher 1	Klingenbrecher 1		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 50 Punkte Ausgleich wert	
_B4D7DB8A961C5F73	bfcf02	Klingenbrecher 2	Klingenbrecher 2	Klingenbrecher 2	Klingenbrecher 2		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 100 Punkte Ausgleich wert	
_B427DB8A962C6373	bfcf03	Klingenbrecher 3	Klingenbrecher 3	Klingenbrecher 3	Klingenbrecher 3		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 150 Punkte Ausgleich wert	
_B4D7DF8A963C6773	bfcf04	Klingenbrecher 4	Klingenbrecher 4	Klingenbrecher 4	Klingenbrecher 4		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 200 Punkte Ausgleich wert	
_B427DF8A964C6B73	bfcf05	Klingenbrecher 5	Klingenbrecher 5	Klingenbrecher 5	Klingenbrecher 5		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
_A017A33D20B19181	bfcf06	Klingenbrecher 6	Klingenbrecher 6	Klingenbrecher 6	Klingenbrecher 6		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
_A017A33D20C19581	bfcf07	Klingenbrecher 7	Klingenbrecher 7	Klingenbrecher 7	Klingenbrecher 7		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
_A017A33D20D19981	bfcf08	Klingenbrecher 8	Klingenbrecher 8	Klingenbrecher 8	Klingenbrecher 8		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
_A017A33D20E19D81	bfcf09	Klingenbrecher 9	Klingenbrecher 9	Klingenbrecher 9	Klingenbrecher 9		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
_B1393DD2A433CC5F	bfcf10	Klingenbrecher 10	Klingenbrecher 10	Klingenbrecher 10	Klingenbrecher 10		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
_B1393DD2E433D05F	bfcf11	Klingenbrecher 11	Klingenbrecher 11	Klingenbrecher 11	Klingenbrecher 11		ein	der		die	Verbrauch der Waffe und Schadenserhöhung um $1WEAPON_WEAR_MOD Punkte. 250 Punkte Ausgleich wert	
_143CD84586F0D91E	bfcg01	Attacke nach Scheinangriff 1	Attacke nach Scheinangriff 1	Attacken nach Scheinangriff 1	Attacken nach Scheinangriff 1		eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 50 Punkte Ausgleich wert	
_149CE04686F0DD1E	bfcg02	Attacke nach Scheinangriff 2	Attacke nach Scheinangriff 2	Attacken nach Scheinangriff 2	Attacken nach Scheinangriff 2		eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 75 Punkte Ausgleich wert	
_727A9D275D30F975	bfcg03	Attacke nach Scheinangriff 3	Attacke nach Scheinangriff 3	Attacken nach Scheinangriff 3	Attacken nach Scheinangriff 3		eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 100 Punkte Ausgleich wert	
_B3AAA1275D30FD75	bfcg04	Attacke nach Scheinangriff 4	Attacke nach Scheinangriff 4	Attacken nach Scheinangriff 4	Attacken nach Scheinangriff 4		eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 125 Punkte Ausgleich wert	
_72EAA5275D300175	bfcg05	Attacke nach Scheinangriff 5	Attacke nach Scheinangriff 5	Attacken nach Scheinangriff 5	Attacken nach Scheinangriff 5		eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 150 Punkte Ausgleich wert	
_B31AA9275D300575	bfcg06	Attacke nach Scheinangriff 6	Attacke nach Scheinangriff 6	Attacken nach Scheinangriff 6	Attacken nach Scheinangriff 6		eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 175 Punkte Ausgleich wert	
_72BAB1275D300975	bfcg07	Attacke nach Scheinangriff 7	Attacke nach Scheinangriff 7	Attacken nach Scheinangriff 7	Attacken nach Scheinangriff 7		eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 200 Punkte Ausgleich wert	
_B3EAB5275D300D75	bfcg08	Attacke nach Scheinangriff 8	Attacke nach Scheinangriff 8	Attacken nach Scheinangriff 8	Attacken nach Scheinangriff 8		eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 225 Punkte Ausgleich wert	
_722AB9275D301175	bfcg09	Attacke nach Scheinangriff 9	Attacke nach Scheinangriff 9	Attacken nach Scheinangriff 9	Attacken nach Scheinangriff 9		eine	die		die	Diese Attacke kann nur nach einem erfolgreichen Scheinangriff ausgeführt werden, 250 Punkte Ausgleich wert	
_60E81CD695513F35	bfob02	Scheinangriff	Scheinangriff	Scheinangriffe	Scheinangriffe		ein	der		die	Diese Attacke ist ein Scheinangriff und verursacht keinen Schaden.	
_9115B8066E9B7406	bsfea05	Wutausbruch	Wutausbruch	Wutausbrüche	Wutausbrüche		ein	der		die	Erhöht den verursachten Schaden, aber verursacht einen eigenen kontinuierlichen Lebenskraft-Verlust.	
_6C393EFCCB00CA4B	bsmea06	Lebens-Balance fürs Team	Lebens-Balance fürs Team	Lebens-Balancen fürs Team	Lebens-Balancen fürs Team		eine	die		die	Verteilt die Gesamt-Lebenskraft der Gruppe proportional auf alle Teammitglieder (mit etwas Verlust).	
_A5BC54C5745927DD	bsxea07	Lebens-Wiederherstellung	Lebens-Wiederherstellung	Lebens-Wiederherstellungen	Lebens-Wiederherstellungen		eine	die		die	Heilt augenblicklich eine hohe Menge an eigener Lebenskraft	
_F1AEB19567189FF1	bsfea08	Ausdauer-Wiederherstellung	Ausdauer-Wiederherstellung	Ausdauer Wiederherstellungen	Ausdauer Wiederherstellungen		eine	die		die	Heilt augenblicklich eine hohe Menge an eigenen Ausdauerpunkten	
_B4CF1E28EA0B348B	bsmea09	Sap-Wiederherstellung	Sap-Wiederherstellung	Sap-Wiederherstellungen	Sap-Wiederherstellungen		eine	die		die	Heilt augenblicklich eine hohe Menge an eigenem Sap	
_4EB888081FBE53BF	bsgea10	Fokus-Wiederherstellung	Fokus-Wiederherstellung	Fokus Wiederherstellungen	Fokus Wiederherstellungen		eine	die		die	Heilt augenblicklich eine hohe Menge an eigenen Fokuspunkten	
_C4464249B8A29EF7	bsfeb07	Kriegsschrei-Aura	Kriegsschrei-Aura	Kriegsschrei-Auren	Kriegsschrei-Auren		eine	die		die	Erhöht den vom Zaubernden und allen Teammitgliedern verursachten Schaden	
_DF659F99E64A2798	bsfmf01	Wutausbruch 1	Wutausbruch 1	Wutausbrüche 1	Wutausbrüche 1		ein	der		die	Erhöht für $1SP_BERSERK Sekunden den Schaden um $4SP_BERSERK, aber lässt alle $3SP_BERSERK Sekunden $2SP_BERSERK Leben verlieren.	
_DF659F99265A2798	bsfmf02	Wutausbruch 2	Wutausbruch 2	Wutausbrüche 2	Wutausbrüche 2		ein	der		die	Erhöht für $1SP_BERSERK Sekunden den Schaden um $4SP_BERSERK, aber lässt alle $3SP_BERSERK Sekunden $2SP_BERSERK Leben verlieren.	
_DF659F99666A2798	bsfmf03	Wutausbruch 3	Wutausbruch 3	Wutausbrüche 3	Wutausbrüche 3		ein	der		die	Erhöht für $1SP_BERSERK Sekunden den Schaden um $4SP_BERSERK, aber lässt alle $3SP_BERSERK Sekunden $2SP_BERSERK Leben verlieren.	
_DF659F99A77A2798	bsfmf04	Wutausbruch 4	Wutausbruch 4	Wutausbrüche 4	Wutausbrüche 4		ein	der		die	Erhöht für $1SP_BERSERK Sekunden den Schaden um $4SP_BERSERK, aber lässt alle $3SP_BERSERK Sekunden $2SP_BERSERK Leben verlieren.	
_DF659F99E78A2798	bsfmf05	Wutausbruch 5	Wutausbruch 5	Wutausbrüche 5	Wutausbrüche 5		ein	der		die	Erhöht für $1SP_BERSERK Sekunden den Schaden um $4SP_BERSERK, aber lässt alle $3SP_BERSERK Sekunden $2SP_BERSERK Leben verlieren.	
_DF659F99279A2798	bsfmf06	Wutausbruch 6	Wutausbruch 6	Wutausbrüche 6	Wutausbrüche 6		ein	der		die	Erhöht für $1SP_BERSERK Sekunden den Schaden um $4SP_BERSERK, aber lässt alle $3SP_BERSERK Sekunden $2SP_BERSERK Leben verlieren.	
_DF659F9967AA2798	bsfmf07	Wutausbruch 7	Wutausbruch 7	Wutausbrüche 7	Wutausbrüche 7		ein	der		die	Erhöht für $1SP_BERSERK Sekunden den Schaden um $4SP_BERSERK, aber lässt alle $3SP_BERSERK Sekunden $2SP_BERSERK Leben verlieren.	
_DF659F99A8BA2798	bsfmf08	Wutausbruch 8	Wutausbruch 8	Wutausbrüche 8	Wutausbrüche 8		ein	der		die	Erhöht für $1SP_BERSERK Sekunden den Schaden um $4SP_BERSERK, aber lässt alle $3SP_BERSERK Sekunden $2SP_BERSERK Leben verlieren.	
_1366393F0CD63C4F	bsfmg01	Kriegsschrei-Aura 1	Kriegsschrei-Aura 1	Kriegsschrei-Auren 1	Kriegsschrei-Auren 1		ein	der		die	Erhöht den vom Zaubernden und allen Teammitgliedern verursachten Schaden um $4SP_WAR_CRY_AURA% für $1SP_WAR_CRY_AURA Sekunden.	
_5366393F4CE63C4F	bsfmg02	Kriegsschrei-Aura 2	Kriegsschrei-Aura 2	Kriegsschrei-Auren 2	Kriegsschrei-Auren 2		ein	der		die	Erhöht den vom Zaubernden und allen Teammitgliedern verursachten Schaden um $4SP_WAR_CRY_AURA% für $1SP_WAR_CRY_AURA Sekunden.	
_02FB1D10C41BF878	bsfmg03	Kriegsschrei-Aura 3	Kriegsschrei-Aura 3	Kriegsschrei-Auren 3	Kriegsschrei-Auren 3		ein	der		die	Erhöht den vom Zaubernden und allen Teammitgliedern verursachten Schaden um $4SP_WAR_CRY_AURA% für $1SP_WAR_CRY_AURA Sekunden.	
_D466393FCD063C4F	bsfmg04	Kriegsschrei-Aura 4	Kriegsschrei-Aura 4	Kriegsschrei-Auren 4	Kriegsschrei-Auren 4		ein	der		die	Erhöht den vom Zaubernden und allen Teammitgliedern verursachten Schaden um $4SP_WAR_CRY_AURA% für $1SP_WAR_CRY_AURA Sekunden.	
